customer_id,recommended_product_id,score
C013745,P00600,0.1281
C013745,P00491,0.1258
C013745,P00127,0.1179
C013745,P00266,0.1173
C013746,P00306,0.0779
C013746,P00330,0.0774
C013746,P00554,0.0772
C013746,P00451,0.0727
C013746,P00316,0.0561
C013747,P00587,0.1211
C013747,P00554,0.1172
C013747,P00014,0.1162
C013747,P00577,0.0893
C013747,P00127,0.0867
C013748,P00547,0.116
C013748,P00556,0.1157
C013748,P00414,0.0891
C013748,P00299,0.0884
C013748,P00055,0.0863
C013749,P00582,0.1286
C013749,P00022,0.1214
C013749,P00112,0.1208
C013749,P00043,0.1173
C013749,P00216,0.116
C013750,P00094,0.1646
C013750,P00413,0.1522
C013750,P00298,0.1395
C013750,P00147,0.1249
C013750,P00488,0.1209
C013751,P00049,0.1548
C013751,P00191,0.1247
C013751,P00121,0.1183
C013751,P00192,0.1183
C013751,P00108,0.0999
C013752,P00036,0.2045
C013752,P00579,0.1934
C013752,P00139,0.1925
C013752,P00043,0.177
C013752,P00527,0.1719
C013753,P00554,0.0851
C013753,P00107,0.0845
C013753,P00121,0.0842
C013753,P00294,0.0833
C013753,P00160,0.0813
C013754,P00296,0.0476
C013754,P00377,0.047
C013754,P00062,0.0453
C013754,P00439,0.0451
C013754,P00046,0.0448
C013755,P00075,0.1164
C013755,P00152,0.1133
C013755,P00330,0.1121
C013755,P00161,0.0886
C013755,P00329,0.0886
C013756,P00570,0.1727
C013756,P00398,0.1448
C013756,P00226,0.1314
C013756,P00038,0.13
C013756,P00114,0.1285
C013757,P00526,0.1295
C013757,P00443,0.1248
C013757,P00565,0.1174
C013757,P00548,0.0878
C013757,P00266,0.087
C013758,P00166,0.1208
C013758,P00395,0.1198
C013758,P00337,0.0899
C013758,P00186,0.0882
C013758,P00460,0.0873
C013759,P00040,0.1165
C013759,P00526,0.1103
C013759,P00573,0.0933
C013759,P00356,0.0922
C013759,P00580,0.0841
C013760,P00072,0.0852
C013760,P00230,0.0848
C013760,P00560,0.0846
C013760,P00599,0.0833
C013760,P00139,0.0807
C013761,P00516,0.1162
C013761,P00286,0.1107
C013761,P00455,0.0916
C013761,P00067,0.082
C013761,P00587,0.0815
C013762,P00264,0.1326
C013762,P00473,0.1229
C013762,P00049,0.1212
C013762,P00285,0.12
C013762,P00130,0.1181
C013763,P00012,0.1613
C013763,P00377,0.1275
C013763,P00473,0.1237
C013763,P00184,0.1217
C013763,P00013,0.1192
C013764,P00499,0.0848
C013764,P00324,0.0475
C013764,P00035,0.0454
C013764,P00175,0.0454
C013764,P00052,0.0453
C013765,P00145,0.0916
C013765,P00521,0.0865
C013765,P00322,0.0849
C013765,P00597,0.0835
C013765,P00056,0.0821
C013766,P00259,0.1257
C013766,P00138,0.1115
C013766,P00367,0.0892
C013766,P00316,0.0891
C013766,P00425,0.089
C013767,P00515,0.1068
C013767,P00060,0.0846
C013767,P00434,0.0842
C013767,P00189,0.0827
C013767,P00380,0.0825
C013768,P00491,0.1229
C013768,P00006,0.121
C013768,P00556,0.1196
C013768,P00451,0.1174
C013768,P00172,0.1169
C013769,P00476,0.1289
C013769,P00465,0.1184
C013769,P00105,0.1055
C013769,P00439,0.0872
C013769,P00038,0.0857
C013770,P00486,0.1688
C013770,P00341,0.1552
C013770,P00473,0.1528
C013770,P00395,0.1365
C013770,P00588,0.1251
C013771,P00570,0.1306
C013771,P00505,0.1231
C013771,P00294,0.1217
C013771,P00545,0.1192
C013771,P00298,0.115
C013772,P00011,0.1548
C013772,P00582,0.1217
C013772,P00595,0.1213
C013772,P00535,0.1211
C013772,P00400,0.1176
C013773,P00144,0.1705
C013773,P00314,0.1232
C013773,P00333,0.1205
C013773,P00051,0.12
C013773,P00467,0.1148
C013774,P00427,0.1319
C013774,P00202,0.1273
C013774,P00377,0.1225
C013774,P00491,0.091
C013774,P00384,0.0881
C013775,P00345,0.1147
C013775,P00075,0.0914
C013775,P00596,0.0893
C013775,P00315,0.0883
C013775,P00381,0.0851
C013776,P00105,0.1263
C013776,P00325,0.1213
C013776,P00016,0.1168
C013776,P00218,0.1163
C013776,P00135,0.1152
C013777,P00144,0.1743
C013777,P00458,0.1256
C013777,P00190,0.1225
C013777,P00031,0.1206
C013777,P00100,0.1202
C013778,P00116,0.24
C013778,P00021,0.1847
C013778,P00093,0.1525
C013778,P00326,0.1492
C013778,P00251,0.1463
C013779,P00493,0.2265
C013779,P00580,0.1765
C013779,P00047,0.1713
C013779,P00248,0.1704
C013779,P00460,0.1649
C013780,P00220,0.1294
C013780,P00190,0.1237
C013780,P00493,0.0844
C013780,P00055,0.0828
C013780,P00126,0.0826
C013781,P00548,0.1234
C013781,P00490,0.1233
C013781,P00529,0.1204
C013781,P00117,0.1124
C013781,P00330,0.0937
C013782,P00059,0.1313
C013782,P00078,0.1176
C013782,P00493,0.0958
C013782,P00020,0.0892
C013782,P00499,0.0891
C013783,P00570,0.1571
C013783,P00193,0.1538
C013783,P00544,0.1266
C013783,P00095,0.1255
C013783,P00183,0.1238
C013784,P00048,0.1208
C013784,P00006,0.1202
C013784,P00144,0.1176
C013784,P00574,0.1157
C013784,P00595,0.1148
C013785,P00143,0.131
C013785,P00451,0.1255
C013785,P00241,0.1251
C013785,P00005,0.1229
C013785,P00133,0.1222
C013786,P00476,0.1635
C013786,P00072,0.1208
C013786,P00591,0.1178
C013786,P00152,0.1171
C013786,P00589,0.1086
C013787,P00513,0.0894
C013787,P00282,0.0513
C013787,P00501,0.0501
C013787,P00085,0.0454
C013787,P00371,0.0454
C013788,P00236,0.2509
C013788,P00400,0.2474
C013788,P00382,0.2103
C013788,P00042,0.2045
C013788,P00158,0.1935
C013789,P00491,0.128
C013789,P00116,0.1255
C013789,P00219,0.1227
C013789,P00179,0.1176
C013789,P00158,0.1155
C013790,P00273,0.1561
C013790,P00092,0.1401
C013790,P00048,0.1269
C013790,P00494,0.1184
C013790,P00570,0.117
C013791,P00489,0.1118
C013791,P00116,0.1114
C013791,P00532,0.0942
C013791,P00333,0.0903
C013791,P00454,0.0887
C013792,P00298,0.2124
C013792,P00403,0.1918
C013792,P00138,0.1672
C013792,P00244,0.1658
C013792,P00325,0.1556
C013793,P00476,0.1232
C013793,P00385,0.1187
C013793,P00569,0.1169
C013793,P00448,0.114
C013793,P00009,0.0858
C013794,P00192,0.1648
C013794,P00446,0.1203
C013794,P00309,0.1202
C013794,P00364,0.1201
C013794,P00078,0.12
C013795,P00235,0.1619
C013795,P00016,0.1585
C013795,P00327,0.1276
C013795,P00331,0.1265
C013795,P00459,0.1251
C013796,P00335,0.1528
C013796,P00256,0.1302
C013796,P00259,0.1291
C013796,P00378,0.1271
C013796,P00455,0.127
C013797,P00561,0.1603
C013797,P00373,0.156
C013797,P00223,0.1404
C013797,P00025,0.1247
C013797,P00147,0.1243
C013798,P00226,0.1345
C013798,P00519,0.1312
C013798,P00190,0.129
C013798,P00371,0.1282
C013798,P00493,0.1259
C013799,P00376,0.1458
C013799,P00308,0.1125
C013799,P00377,0.0944
C013799,P00544,0.0909
C013799,P00557,0.0883
C013800,P00264,0.1657
C013800,P00465,0.1593
C013800,P00286,0.1255
C013800,P00500,0.1223
C013800,P00147,0.1176
C013801,P00092,0.1628
C013801,P00294,0.1557
C013801,P00411,0.133
C013801,P00588,0.127
C013801,P00266,0.1244
C013802,P00404,0.0852
C013802,P00021,0.0804
C013802,P00013,0.071
C013802,P00342,0.0544
C013802,P00578,0.051
C013803,P00242,0.1191
C013803,P00400,0.1161
C013803,P00320,0.0944
C013803,P00423,0.0838
C013803,P00147,0.0809
C013804,P00051,0.0849
C013804,P00543,0.0813
C013804,P00262,0.0811
C013804,P00382,0.0808
C013804,P00054,0.0807
C013805,P00217,0.1153
C013805,P00279,0.0939
C013805,P00455,0.0864
C013805,P00547,0.0851
C013805,P00044,0.0818
C013806,P00486,0.0476
C013806,P00392,0.0448
C013806,P00180,0.0444
C013806,P00488,0.0442
C013806,P00139,0.0442
C013807,P00009,0.0837
C013807,P00124,0.0801
C013807,P00349,0.0772
C013807,P00507,0.0749
C013807,P00439,0.0737
C013808,P00244,0.0872
C013808,P00075,0.0851
C013808,P00165,0.0768
C013808,P00427,0.0768
C013808,P00042,0.0743
C013809,P00235,0.1228
C013809,P00115,0.0936
C013809,P00148,0.0794
C013809,P00192,0.0767
C013809,P00267,0.0761
C013810,P00105,0.1195
C013810,P00260,0.1168
C013810,P00487,0.0958
C013810,P00371,0.0852
C013810,P00404,0.0849
C013811,P00269,0.1575
C013811,P00264,0.1539
C013811,P00242,0.1286
C013811,P00558,0.1274
C013811,P00051,0.1273
C013812,P00397,0.1718
C013812,P00534,0.1631
C013812,P00520,0.1594
C013812,P00121,0.1272
C013812,P00185,0.1235
C013813,P00322,0.1265
C013813,P00454,0.1254
C013813,P00556,0.1146
C013813,P00106,0.1104
C013813,P00187,0.091
C013814,P00204,0.1582
C013814,P00099,0.131
C013814,P00572,0.1276
C013814,P00116,0.1211
C013814,P00558,0.1129
C013815,P00303,0.1093
C013815,P00244,0.0959
C013815,P00301,0.0838
C013815,P00298,0.0818
C013815,P00153,0.0817
C013816,P00451,0.2419
C013816,P00487,0.1808
C013816,P00138,0.1747
C013816,P00184,0.1729
C013816,P00397,0.1728
C013817,P00278,0.1664
C013817,P00107,0.1551
C013817,P00099,0.1504
C013817,P00363,0.1334
C013817,P00129,0.1328
C013818,P00256,0.1182
C013818,P00018,0.1145
C013818,P00493,0.1126
C013818,P00491,0.0902
C013818,P00259,0.0856
C013819,P00347,0.0849
C013819,P00595,0.079
C013819,P00143,0.0766
C013819,P00260,0.0765
C013819,P00259,0.0735
C013820,P00514,0.157
C013820,P00448,0.1287
C013820,P00048,0.1137
C013820,P00090,0.0929
C013820,P00578,0.0915
C013821,P00314,0.1253
C013821,P00408,0.0872
C013821,P00113,0.0865
C013821,P00083,0.0846
C013821,P00205,0.0826
C013822,P00120,0.1649
C013822,P00543,0.1617
C013822,P00037,0.1261
C013822,P00298,0.1206
C013822,P00570,0.1195
C013823,P00086,0.1197
C013823,P00025,0.1173
C013823,P00239,0.0996
C013823,P00185,0.085
C013823,P00126,0.0848
C013824,P00487,0.1402
C013824,P00226,0.1322
C013824,P00175,0.1317
C013824,P00491,0.1287
C013824,P00415,0.1273
C013825,P00013,0.1878
C013825,P00109,0.1656
C013825,P00462,0.1624
C013825,P00056,0.1603
C013825,P00020,0.1526
C013826,P00307,0.1197
C013826,P00128,0.0855
C013826,P00548,0.0853
C013826,P00377,0.0852
C013826,P00342,0.083
C013827,P00088,0.1205
C013827,P00331,0.1145
C013827,P00533,0.0907
C013827,P00534,0.0884
C013827,P00254,0.0875
C013828,P00378,0.161
C013828,P00358,0.1226
C013828,P00278,0.1208
C013828,P00152,0.1191
C013828,P00117,0.1186
C013830,P00448,0.1584
C013830,P00138,0.1542
C013830,P00483,0.1348
C013830,P00205,0.1328
C013830,P00223,0.1199
C013831,P00312,0.1151
C013831,P00063,0.1103
C013831,P00454,0.0985
C013831,P00241,0.0869
C013831,P00362,0.0868
C013832,P00571,0.1557
C013832,P00121,0.0918
C013832,P00209,0.0845
C013832,P00322,0.0812
C013832,P00207,0.0793
C013833,P00378,0.1192
C013833,P00259,0.1181
C013833,P00494,0.118
C013833,P00515,0.1106
C013833,P00128,0.1007
C013834,P00192,0.1185
C013834,P00108,0.0999
C013834,P00118,0.0878
C013834,P00047,0.0869
C013834,P00509,0.0851
C013835,P00448,0.1629
C013835,P00186,0.1227
C013835,P00378,0.1217
C013835,P00147,0.1178
C013835,P00044,0.1155
C013836,P00308,0.1239
C013836,P00216,0.1167
C013836,P00172,0.1158
C013836,P00050,0.114
C013836,P00144,0.0984
C013837,P00307,0.1898
C013837,P00438,0.1653
C013837,P00439,0.157
C013837,P00547,0.1562
C013837,P00470,0.1359
C013838,P00409,0.2771
C013838,P00013,0.1503
C013838,P00541,0.131
C013838,P00594,0.1283
C013838,P00005,0.1238
C013839,P00175,0.1219
C013839,P00307,0.1144
C013839,P00172,0.1111
C013839,P00139,0.0961
C013839,P00350,0.0901
C013840,P00118,0.1694
C013840,P00472,0.132
C013840,P00378,0.1222
C013840,P00445,0.1208
C013840,P00359,0.1155
C013841,P00267,0.1321
C013841,P00025,0.1221
C013841,P00127,0.1127
C013841,P00426,0.089
C013841,P00404,0.0867
C013842,P00527,0.0813
C013842,P00358,0.0774
C013842,P00496,0.0769
C013842,P00294,0.0747
C013842,P00236,0.0734
C013843,P00352,0.1203
C013843,P00296,0.1161
C013843,P00400,0.1151
C013843,P00146,0.1133
C013843,P00417,0.1111
C013844,P00133,0.1609
C013844,P00502,0.1605
C013844,P00314,0.1577
C013844,P00223,0.1576
C013844,P00139,0.1552
C013845,P00107,0.1267
C013845,P00469,0.12
C013845,P00401,0.1156
C013845,P00133,0.096
C013845,P00259,0.0899
C013846,P00526,0.128
C013846,P00425,0.1188
C013846,P00025,0.0854
C013846,P00087,0.0842
C013846,P00463,0.0841
C013847,P00274,0.1556
C013847,P00075,0.1383
C013847,P00068,0.128
C013847,P00493,0.1244
C013847,P00144,0.1227
C013848,P00032,0.088
C013848,P00368,0.084
C013848,P00431,0.0734
C013848,P00027,0.0707
C013848,P00037,0.0496
C013849,P00537,0.1929
C013849,P00161,0.165
C013849,P00030,0.1491
C013849,P00582,0.1355
C013849,P00280,0.1315
C013850,P00144,0.1334
C013850,P00288,0.1229
C013850,P00488,0.0879
C013850,P00312,0.0852
C013850,P00325,0.0814
C013851,P00294,0.2058
C013851,P00367,0.2045
C013851,P00107,0.2006
C013851,P00175,0.1898
C013851,P00491,0.1736
C013852,P00113,0.1331
C013852,P00025,0.1292
C013852,P00095,0.1264
C013852,P00147,0.1257
C013852,P00378,0.1243
C013853,P00322,0.1266
C013853,P00068,0.1256
C013853,P00483,0.0892
C013853,P00156,0.0866
C013853,P00047,0.0851
C013854,P00012,0.2089
C013854,P00170,0.158
C013854,P00022,0.1574
C013854,P00581,0.1567
C013854,P00139,0.1371
C013855,P00248,0.16
C013855,P00005,0.1327
C013855,P00587,0.1248
C013855,P00421,0.1241
C013855,P00065,0.0881
C013856,P00186,0.1549
C013856,P00114,0.1317
C013856,P00505,0.1204
C013856,P00136,0.117
C013856,P00260,0.1159
C013857,P00137,0.1283
C013857,P00270,0.0855
C013857,P00021,0.0824
C013857,P00468,0.0809
C013857,P00214,0.0787
C013858,P00050,0.2445
C013858,P00554,0.1215
C013858,P00330,0.1182
C013858,P00100,0.0937
C013858,P00316,0.0932
C013859,P00211,0.114
C013859,P00529,0.114
C013859,P00401,0.09
C013859,P00323,0.0877
C013859,P00466,0.0853
C013860,P00352,0.1655
C013860,P00219,0.1644
C013860,P00167,0.156
C013860,P00150,0.1473
C013860,P00594,0.1361
C013861,P00397,0.1469
C013861,P00006,0.1232
C013861,P00579,0.1208
C013861,P00172,0.1182
C013861,P00548,0.1139
C013862,P00294,0.1498
C013862,P00105,0.1159
C013862,P00180,0.1116
C013862,P00138,0.1101
C013862,P00029,0.0887
C013863,P00570,0.0888
C013863,P00114,0.088
C013863,P00589,0.0868
C013863,P00097,0.0855
C013863,P00050,0.0853
C013864,P00169,0.0831
C013864,P00184,0.0778
C013864,P00150,0.057
C013864,P00120,0.0495
C013864,P00054,0.0488
C013865,P00239,0.1253
C013865,P00400,0.1169
C013865,P00250,0.1145
C013865,P00240,0.0853
C013865,P00422,0.0842
C013866,P00087,0.1573
C013866,P00491,0.1282
C013866,P00015,0.1211
C013866,P00044,0.119
C013866,P00405,0.1179
C013867,P00553,0.1589
C013867,P00188,0.1151
C013867,P00005,0.0983
C013867,P00488,0.0863
C013867,P00402,0.0851
C013868,P00535,0.0793
C013868,P00110,0.0736
C013868,P00321,0.051
C013868,P00359,0.0486
C013868,P00386,0.0473
C013869,P00315,0.1539
C013869,P00143,0.1296
C013869,P00063,0.1248
C013869,P00062,0.1231
C013869,P00283,0.1199
C013870,P00210,0.1814
C013870,P00029,0.1713
C013870,P00596,0.1561
C013870,P00052,0.1295
C013870,P00399,0.1254
C013871,P00538,0.0918
C013871,P00216,0.0885
C013871,P00135,0.0832
C013871,P00272,0.0805
C013871,P00458,0.0798
C013872,P00448,0.1536
C013872,P00065,0.1306
C013872,P00570,0.1292
C013872,P00051,0.1249
C013872,P00595,0.1221
C013873,P00269,0.0856
C013873,P00528,0.0845
C013873,P00068,0.083
C013873,P00121,0.0828
C013873,P00083,0.079
C013874,P00175,0.1321
C013874,P00233,0.1233
C013874,P00138,0.1211
C013874,P00411,0.1151
C013874,P00048,0.1103
C013875,P00430,0.1118
C013875,P00270,0.0932
C013875,P00303,0.0824
C013875,P00491,0.0819
C013875,P00188,0.0809
C013876,P00315,0.0486
C013876,P00486,0.0475
C013876,P00512,0.0451
C013876,P00051,0.045
C013876,P00262,0.0439
C013877,P00322,0.1483
C013877,P00559,0.1254
C013877,P00177,0.1232
C013877,P00421,0.1222
C013877,P00077,0.1206
C013878,P00520,0.1559
C013878,P00001,0.1272
C013878,P00223,0.1238
C013878,P00186,0.119
C013878,P00554,0.1187
C013879,P00200,0.0495
C013879,P00290,0.0458
C013879,P00256,0.044
C013879,P00138,0.0408
C013879,P00556,0.0404
C013880,P00017,0.1157
C013880,P00109,0.0855
C013880,P00113,0.0841
C013880,P00505,0.0836
C013880,P00051,0.0836
C013881,P00331,0.196
C013881,P00184,0.1346
C013881,P00242,0.1321
C013881,P00105,0.1275
C013881,P00010,0.1263
C013882,P00116,0.0488
C013882,P00022,0.0472
C013882,P00124,0.0463
C013882,P00595,0.0453
C013882,P00415,0.0449
C013883,P00544,0.1573
C013883,P00186,0.1558
C013883,P00160,0.1526
C013883,P00177,0.1307
C013883,P00228,0.1265
C013884,P00392,0.1239
C013884,P00592,0.1224
C013884,P00411,0.1205
C013884,P00488,0.1171
C013884,P00252,0.1148
C013885,P00535,0.2311
C013885,P00491,0.1538
C013885,P00301,0.1502
C013885,P00493,0.1349
C013885,P00381,0.1312
C013886,P00116,0.1322
C013886,P00476,0.1274
C013886,P00228,0.1246
C013886,P00215,0.123
C013886,P00178,0.122
C013887,P00178,0.1665
C013887,P00580,0.1277
C013887,P00210,0.1223
C013887,P00382,0.1221
C013887,P00573,0.0993
C013888,P00584,0.0427
C013888,P00157,0.0414
C013888,P00474,0.0395
C013888,P00389,0.039
C013888,P00508,0.0383
C013889,P00290,0.1647
C013889,P00070,0.1563
C013889,P00364,0.1479
C013889,P00273,0.1265
C013889,P00039,0.1256
C013890,P00381,0.1511
C013890,P00566,0.1422
C013890,P00058,0.1315
C013890,P00308,0.1295
C013890,P00535,0.1292
C013891,P00560,0.2076
C013891,P00566,0.1586
C013891,P00476,0.131
C013891,P00022,0.1274
C013891,P00527,0.1263
C013892,P00118,0.1499
C013892,P00162,0.0898
C013892,P00386,0.0875
C013892,P00078,0.0869
C013892,P00200,0.0865
C013893,P00449,0.1188
C013893,P00113,0.1116
C013893,P00056,0.1088
C013893,P00560,0.0874
C013893,P00572,0.0857
C013894,P00414,0.1154
C013894,P00077,0.1113
C013894,P00323,0.0857
C013894,P00371,0.0831
C013894,P00580,0.0829
C013895,P00457,0.1289
C013895,P00485,0.1261
C013895,P00352,0.1177
C013895,P00499,0.1176
C013895,P00397,0.1146
C013896,P00146,0.1548
C013896,P00422,0.1299
C013896,P00046,0.1247
C013896,P00319,0.1154
C013896,P00296,0.1138
C013897,P00500,0.1303
C013897,P00286,0.1198
C013897,P00331,0.1194
C013897,P00115,0.1165
C013897,P00182,0.1125
C013898,P00364,0.077
C013898,P00031,0.0729
C013898,P00425,0.0729
C013898,P00435,0.0725
C013898,P00316,0.0561
C013899,P00053,0.1252
C013899,P00186,0.119
C013899,P00374,0.0995
C013899,P00373,0.0884
C013899,P00399,0.0879
C013900,P00264,0.1238
C013900,P00435,0.1171
C013900,P00528,0.111
C013900,P00184,0.0928
C013900,P00516,0.0918
C013901,P00556,0.1243
C013901,P00023,0.1167
C013901,P00273,0.1148
C013901,P00480,0.1121
C013901,P00561,0.112
C013902,P00053,0.1768
C013902,P00153,0.1632
C013902,P00024,0.1614
C013902,P00570,0.1581
C013902,P00366,0.1563
C013903,P00051,0.1296
C013903,P00165,0.123
C013903,P00312,0.0855
C013903,P00135,0.0854
C013903,P00220,0.0833
C013904,P00589,0.1348
C013904,P00332,0.1267
C013904,P00012,0.1255
C013904,P00600,0.1214
C013904,P00135,0.1212
C013905,P00600,0.1699
C013905,P00005,0.1675
C013905,P00078,0.1601
C013905,P00488,0.1588
C013905,P00298,0.1379
C013906,P00411,0.1348
C013906,P00408,0.1326
C013906,P00442,0.1293
C013906,P00100,0.1283
C013906,P00120,0.1267
C013907,P00186,0.115
C013907,P00220,0.114
C013907,P00298,0.0895
C013907,P00554,0.082
C013907,P00130,0.0811
C013908,P00538,0.1506
C013908,P00304,0.1125
C013908,P00251,0.0955
C013908,P00114,0.0937
C013908,P00595,0.0915
C013909,P00311,0.165
C013909,P00259,0.1622
C013909,P00478,0.1263
C013909,P00223,0.1238
C013909,P00338,0.119
C013910,P00173,0.1207
C013910,P00470,0.1126
C013910,P00069,0.0868
C013910,P00548,0.0865
C013910,P00449,0.0841
C013911,P00556,0.1243
C013911,P00334,0.1204
C013911,P00397,0.1201
C013911,P00278,0.1192
C013911,P00573,0.0924
C013913,P00368,0.068
C013913,P00337,0.0545
C013913,P00289,0.0531
C013913,P00265,0.0506
C013913,P00036,0.0502
C013914,P00307,0.0849
C013914,P00119,0.0842
C013914,P00016,0.0808
C013914,P00311,0.0798
C013914,P00225,0.0781
C013915,P00012,0.1232
C013915,P00304,0.1214
C013915,P00022,0.1185
C013915,P00080,0.1162
C013915,P00587,0.1134
C013916,P00332,0.161
C013916,P00021,0.1432
C013916,P00211,0.1291
C013916,P00154,0.1258
C013916,P00565,0.1229
C013917,P00493,0.2013
C013917,P00491,0.1972
C013917,P00113,0.1753
C013917,P00254,0.1691
C013917,P00066,0.1667
C013918,P00386,0.154
C013918,P00192,0.1373
C013918,P00491,0.1273
C013918,P00406,0.1208
C013918,P00544,0.1204
C013919,P00099,0.1567
C013919,P00084,0.1342
C013919,P00407,0.1314
C013919,P00441,0.1301
C013919,P00378,0.1273
C013920,P00140,0.1612
C013920,P00600,0.1189
C013920,P00451,0.113
C013920,P00404,0.0908
C013920,P00073,0.0891
C013921,P00559,0.0898
C013921,P00454,0.085
C013921,P00170,0.0798
C013921,P00413,0.0796
C013921,P00585,0.0776
C013922,P00211,0.1216
C013922,P00187,0.1214
C013922,P00016,0.1175
C013922,P00578,0.0987
C013922,P00241,0.0896
C013923,P00110,0.123
C013923,P00043,0.1181
C013923,P00094,0.1091
C013923,P00476,0.1026
C013923,P00309,0.0914
C013924,P00051,0.0926
C013924,P00377,0.089
C013924,P00120,0.089
C013924,P00310,0.0855
C013924,P00370,0.0854
C013925,P00009,0.1741
C013925,P00145,0.1535
C013925,P00469,0.1521
C013925,P00114,0.1468
C013925,P00404,0.1298
C013926,P00035,0.0968
C013926,P00492,0.0838
C013926,P00476,0.0835
C013926,P00383,0.0827
C013926,P00213,0.0812
C013927,P00118,0.1529
C013927,P00153,0.1511
C013927,P00494,0.1484
C013927,P00429,0.1322
C013927,P00294,0.1321
C013928,P00595,0.1208
C013928,P00065,0.0838
C013928,P00149,0.08
C013928,P00021,0.0791
C013928,P00110,0.079
C013929,P00219,0.1117
C013929,P00103,0.0956
C013929,P00042,0.0898
C013929,P00450,0.0869
C013929,P00346,0.0844
C013930,P00381,0.0913
C013930,P00491,0.0911
C013930,P00050,0.0893
C013930,P00453,0.0853
C013930,P00062,0.085
C013931,P00493,0.1996
C013931,P00120,0.1637
C013931,P00259,0.1612
C013931,P00400,0.1542
C013931,P00429,0.1295
C013932,P00267,0.1251
C013932,P00097,0.1219
C013932,P00413,0.1152
C013932,P00169,0.1127
C013932,P00156,0.1106
C013933,P00322,0.1021
C013933,P00418,0.0803
C013933,P00307,0.0777
C013933,P00085,0.0777
C013933,P00056,0.073
C013934,P00085,0.1192
C013934,P00110,0.112
C013934,P00236,0.0937
C013934,P00169,0.083
C013934,P00354,0.0828
C013935,P00569,0.0832
C013935,P00560,0.0801
C013935,P00139,0.0795
C013935,P00434,0.0779
C013935,P00224,0.0762
C013936,P00226,0.1355
C013936,P00572,0.1243
C013936,P00286,0.1214
C013936,P00257,0.1208
C013936,P00139,0.1193
C013937,P00073,0.0812
C013937,P00403,0.0763
C013937,P00325,0.0714
C013937,P00439,0.0713
C013937,P00042,0.0469
C013938,P00549,0.0837
C013938,P00179,0.0509
C013938,P00483,0.0476
C013938,P00360,0.0474
C013938,P00118,0.0473
C013939,P00012,0.1292
C013939,P00515,0.1286
C013939,P00322,0.1229
C013939,P00589,0.1195
C013939,P00354,0.1171
C013940,P00439,0.1304
C013940,P00128,0.1268
C013940,P00534,0.1259
C013940,P00054,0.1241
C013940,P00496,0.1218
C013941,P00307,0.1186
C013941,P00107,0.1097
C013941,P00347,0.0967
C013941,P00594,0.0939
C013941,P00491,0.0856
C013942,P00038,0.1279
C013942,P00548,0.126
C013942,P00334,0.1213
C013942,P00100,0.121
C013942,P00118,0.1194
C013943,P00047,0.1179
C013943,P00054,0.0903
C013943,P00051,0.087
C013943,P00509,0.0826
C013943,P00404,0.0816
C013944,P00147,0.1261
C013944,P00549,0.1251
C013944,P00099,0.1209
C013944,P00397,0.1207
C013944,P00353,0.1196
C013945,P00025,0.2044
C013945,P00382,0.1603
C013945,P00400,0.154
C013945,P00379,0.1521
C013945,P00374,0.1504
C013946,P00078,0.1224
C013946,P00549,0.1199
C013946,P00283,0.1145
C013946,P00355,0.0924
C013946,P00087,0.0922
C013947,P00501,0.1272
C013947,P00489,0.1208
C013947,P00496,0.1161
C013947,P00260,0.1156
C013947,P00130,0.1139
C013948,P00097,0.1546
C013948,P00083,0.1192
C013948,P00300,0.1122
C013948,P00343,0.1115
C013948,P00535,0.1084
C013949,P00578,0.0865
C013949,P00298,0.0825
C013949,P00233,0.0818
C013949,P00582,0.0794
C013949,P00142,0.0789
C013950,P00267,0.1732
C013950,P00215,0.1559
C013950,P00207,0.1493
C013950,P00384,0.1177
C013950,P00013,0.1131
C013951,P00463,0.1213
C013951,P00576,0.115
C013951,P00240,0.0903
C013951,P00371,0.0891
C013951,P00501,0.0889
C013952,P00244,0.1673
C013952,P00573,0.127
C013952,P00156,0.1229
C013952,P00386,0.1154
C013952,P00022,0.1149
C013953,P00386,0.1155
C013953,P00497,0.1092
C013953,P00021,0.0911
C013953,P00177,0.0888
C013953,P00058,0.0852
C013954,P00073,0.1618
C013954,P00198,0.1241
C013954,P00331,0.1241
C013954,P00556,0.1173
C013954,P00389,0.0904
C013955,P00001,0.1537
C013955,P00397,0.1303
C013955,P00029,0.1168
C013955,P00157,0.1104
C013955,P00521,0.0924
C013956,P00100,0.1163
C013956,P00483,0.0824
C013956,P00327,0.0802
C013956,P00189,0.0797
C013956,P00303,0.0793
C013957,P00368,0.2173
C013957,P00107,0.1628
C013957,P00309,0.1622
C013957,P00041,0.1501
C013957,P00206,0.1285
C013958,P00412,0.1687
C013958,P00105,0.1546
C013958,P00585,0.1291
C013958,P00448,0.1272
C013958,P00086,0.1246
C013959,P00116,0.1275
C013959,P00022,0.1264
C013959,P00039,0.1259
C013959,P00441,0.0921
C013959,P00438,0.0837
C013960,P00594,0.1836
C013960,P00474,0.1686
C013960,P00011,0.1658
C013960,P00566,0.1579
C013960,P00574,0.1554
C013961,P00054,0.0895
C013961,P00069,0.0822
C013961,P00400,0.0783
C013961,P00056,0.0741
C013961,P00412,0.074
C013962,P00434,0.1981
C013962,P00051,0.1689
C013962,P00138,0.1529
C013962,P00104,0.1306
C013962,P00290,0.1299
C013963,P00193,0.1554
C013963,P00105,0.1172
C013963,P00520,0.1164
C013963,P00312,0.1129
